Company Name,Sector,About,URL,Logo URL
International French School (Singapore),EDUCATION,"The International French School of Singapore is a prestigious educational institution dedicated to providing high-quality French education in Singapore. It serves the French-speaking community as well as international families seeking a French curriculum abroad. The school follows the official French national education system, offering a comprehensive bilingual and bicultural environment.",https://italchamber.org.sg/membership-directory/corporate/2734406#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/92d6c9f5-c4e4-42f6-bae5-1b003031156a.png
Intesa Sanpaolo S.p.A - Singapore Branch,FINANCE,"Present and active in Singapore since 1984, Intesa Sanpaolo’s Singapore Branch is part of the International Network of the IMI Corporate & Investment Banking Division - Asia Pacific Region (comprising the Branches in Hong Kong, Shanghai, Tokyo and Sydney and the Representative Offices in Beijing, Ho Chi Min City, Jakarta, Mumbai and Seoul). The Singapore Branch of Intesa Sanpaolo is the only branch of an Italian financial institution licensed in Singapore with a wholesale banking license supervised by the Monetary Authority of Singapore (MAS) and member of The Association of Banks in Singapore.Located in Beach Road, a new expanding epicenter of Singapore's financial and business activity, the Branch supports Intesa Sanpaolo's Italian and multinational corporate clients, as well as financial and institutional entities, with customized financial solutions.VisionConsistently with the Intesa Sanpaolo Group’s ESG focus, the Singapore Branch acts as a key financial partner supporting both local and international clients in implementing their sustainable strategies and in navigating complex international markets.By leveraging on the Branch strategic positioning and on Intesa Sanpaolo’s knowledge of the local markets, the Singapore Branch is well-positioned to facilitate cross-border investments, structure and lead customized financing for key projects.MissionWe ensure an efficient and ethical use of resources, by offering our clients financial services that are both price competitive and quality driven, aiming at becoming a preferred, reliable and long term business partner.Solutions and servicesIn line with its regulatory framework and the license of the branch, we offer a wide range of services and solutions tailored to our clients' needs, including: customized corporate financing (short, medium, and long-term); structured financing for working capital optimization and exports (import/export); global transaction services (international payments, payment channel management, liquidity management with cash management services); structured and project finance; structuring and distribution of syndicated credit lines; and sustainability financing (sustainability-linked, ESG).",https://italchamber.org.sg/membership-directory/corporate/222314#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/c390bb8b-3a19-48f3-ac15-580ef9bb9b58.png
Isopan S.p.A.,CONSTRUCTION AND INFRASTRUCTURE,"Isopan is among the world’s key players in the production of steel sandwich panels with mineral wool or expanded polyurethane insulation, designed for use in both wall and roofing applications. The company promotes solutions and materials that are fundamental to modern construction, ensuring safer and more efficient buildings characterized by high thermal and acoustic insulation performance, fire behavior, and air tightness, as well as structural support—making them an optimal choice for a wide range of building projects.Isopan provides solutions for the livestock, residential, commercial, industrial, infrastructure, logistics, and data center sectors, covering both new construction and building renovation. In addition, together with its network of partners, the company supports engineering and architecture firms, construction companies, and installers with end-to-end solutions—from collaboration during the design phase to on-site delivery of its product portfolio.As of 2025, Isopan is a joint venture between Manni Group and Marcegaglia Steel, whose combined activities include a total of 16 production lines across facilities worldwide. This agreement strengthens the company’s internationalization strategy and also marks a significant milestone in Isopan’s history, coinciding with the year of its 50th anniversary.",https://italchamber.org.sg/membership-directory/corporate/222317#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/da94d023-04a1-4031-8b9e-ee2ee6ad4bd8.png
Italco (Far East) Pte. Ltd,ENERGY,"ITALCO (Italian Lubricants Company), headquartered in Singapore with representatives in Italy and the Netherlands, is the owner and manufacturer of Essenza Lubricants a wide range of high-quality lubricating oils and greases for the automotive, industrial and other commercial sectors.Competitive pricing, extended equipment life, and fuel-saving benefits, position Essenza as a compelling choice for end-users while the immense focus on quality and customer care make ITALCO a trusted company and the partner of choice of many lubricants’ distributors worldwide.The Essenza Lubricants brand has gained international recognition for its quality, performance and competitive positioning and has been successfully tested and adopted in diverse markets worldwide. Essenza branded lubricants earned the trust of leading OEM’s users like Ducati and BMW’s supported teams, who used Essenza to win competitions and is used in critical applications in industrial machinery of leading OEM’s.From 2023 Essenza is the lubricants partner chosen by Pistard-Racing, the BMW Motorrad Italia supported team that won the 2023 Italian National Trophy SBK championship. Many champions and expert riders have appreciated the quality of essenza motorcycle lubricants like Lorenzo Zanetti, Italian CIV SBK champion and Ducati official tester, that is Essenza lubricants’ testimonial and tester.ITALCO is ISO 9000 Certified Company n. ISO 9001: 2015 JQS-23-0559 and was awarded the Best Italian SME in 2013 by the Italian Chamber of commerce in Singapore; Essenza lubricants are certified by API (American Petroleum Institute) and carry formal approvals or meet the requirements of international OEMs.Despite the global challenges characterising our times, ITALCO remains a stable, ethical, and resilient partner. Our commitment to integrity, reliability, and customer care ensures uninterrupted supply and consistent quality for distributors and end users across diverse markets.",https://italchamber.org.sg/membership-directory/corporate/232430#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/981e8337-d836-471b-b875-655d8b3ba7a6.png
Italist Inc,LUXURY RETAIL,"Italist is the leading platform to discover more than 300,000 products from over 1,500 of the world’s best luxury brands at the best price in the market.Through an innovative site, customers purchase brand-new, in-season, completely authentic items at the Italian retail price, saving up to 40%.Italist is like shopping on the streets of Milan, Rome, and Florence without ever leaving your home.",https://italchamber.org.sg/membership-directory/corporate/1182312#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/0f1073f6-6090-4cf2-8dec-68e53c6a0805.png
Italprogram Far East Pte Ltd,MECHANICAL AND INDUSTRIAL/ENGINEERING,"Trading of construction material and equipment, turn-key plants for the production of tiles.",https://italchamber.org.sg/membership-directory/corporate/232431#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/1071f042-782e-4ef4-a0da-6066e5f21dd4.png
JAS Worldwide Asia Pte Ltd,SHIPPING / FREIGHT FORWARDING,"JAS is committed to providing excellent service at a fair price, creating an environment that fosters employee growth and prioritizes competition and equality.Across its global network of 239 subsidiaries, 91 agent locations, and 7,000 employees in over 100 countries, JAS is dedicated to innovation in the shipping, 3PL, freight forwarding, and contract logistics sectors, making it a unique and reliable choice for specialized projects and commodity shipping initiatives.JAS expanded its reach and services through various acquisitions in 2021, solidifying its status as a premier cargo transportation company. With advanced tracking technologies, global communications, and expert team members, JAS efficiently handles shipping for all types of cargo, from small camera parts to large-scale components for building oil rigs. Shipping cargo can be challenging, but JAS is a trusted brand that can fulfill even the most demanding requirements.Choose JAS for all your shipment needs anywhere in the world.",https://italchamber.org.sg/membership-directory/corporate/820079#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/52d4c6f5-018d-40f0-9585-ff09092d04ff.png
Jupiter 57,FOOD AND BEVERAGE,"JUPITER 57’s Mission is to champion Italian cultural heritage & traditions.Founded in 2004 by Cavaliere Giuseppina Pravato (Cav.) with the main objective of promoting the traditional methods and recipes of well-known Italian brands.Today we are one of the primary importers of specialty Italian food & beverage products in Singapore. We are also proud to be the largest importer of Panettone in Singapore (and Southeast Asia).In 2025 we opened our first international subsidiary in Malaysia.JUPITER 57 operates various websites including www.jupiter-57.com, www.panettone.sg, www.italiancoffee.sg and www.italianpasta.sg.",https://italchamber.org.sg/membership-directory/corporate/232433#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/6753228f-8832-4c9e-9b03-947c931afda6.png
KBMF Partners Pte Ltd - Mowgli,BUSINESS SERVICES,"Mowgli is a globally distributed boutique agency that puts values at the center. We help value-centered enterprises understand, plan and innovate their business.We are a collective globally distributed diverse team of skilled professionals, collaborating for one goal: to help enterprises navigate the dynamic currents of today’s technology innovation and leverage it to drive business efficiency and success.",https://italchamber.org.sg/membership-directory/corporate/1984002#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/4893d999-4eeb-499e-b6bb-36e2be4e02ad.png
Kelmer Singapore Pte Ltd,LEGAL AND ACCOUNTING FIRMS,"Kelmer Group is an International Business Consulting company that assists entrepreneurs in their international ventures, solving bureaucratic, administrative and fiscal issues, from the start-up to the day-to-day operations.In 1997, a group of professionals with a solid background in international business consulting decided to gather their experience to create a new project that would assist individual entrepreneurs and corporations in expanding their business into international markets.Kelmer Group was then founded, with the opening of its first office in London, and since then ensured its presence in the most strategic worldwide markets, such as UK, Ireland, UAE and China.In 2018, Kelmer Group opened four new offices: Singapore, Hanoi and Manila, as part of the expansion plan in the Far East and Miami, USA.Nowadays, thanks to its solid and growing network of offices, Kelmer Group has become the ideal one-stop-shop for Internationalization, providing its clients with a wide range of dedicated and customized services.Kelmer Group aims to offer its clients the opportunity to focus entirely on the core activities of their business, knowing that all technical aspects of the Internationalization process are handled by a team of experienced professionals.",https://italchamber.org.sg/membership-directory/corporate/247561#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/91926cd5-d970-4b26-b5df-dbcc29333630.png
Kenwood Appliances (S) Pte Ltd,FURNITURE AND HOME APPLIANCES,"Established in 1974, De'Longhi is a global brand manufacturing coffee, kitchen, comfort, and home care appliances. Managing the entire process from design to production in its facilities across Europe and China, the brand delivers innovative products with a unique combination of style and performance. Recognised as the Number 1 in coffee makers*, this achievement is underscored by its association with Brad Pitt as the Brand Ambassador.*Independent Research Institute, Sales Leader Full Year 2024",https://italchamber.org.sg/membership-directory/corporate/1726271#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/9525d432-40a0-49f5-8a89-bbaffd928f12.png
Kering (Singapore) Watches and Jewellery Pte Ltd - Pomellato Division,LUXURY RETAIL,"Establishes in Milan in 1967, Pomellato is renewed for its unique design, colorful gemstones, and elegant yet unconventional style. Each jewel is crafted by hands of over 100 highly skilled artisans at Casa Pomellato’s Milan Headquarters, combining the finest craftmanship with a contemporary soul. As part of its commitment to a more eco- conscious future and female empowerment, Pomellato has achieved 100% responsible gold purchasing, invests in the traceability of colored stones and diamonds, and collaborates with a Milan-based goldsmith’s school to safeguard the excellence of this craft. Pomellato is part of Kering, a global luxury group, managing the development of a series of renowned houses in Fashion, Leather goods and Jewelry.",https://italchamber.org.sg/membership-directory/corporate/1432739#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/408a025b-450d-4c99-9de4-e559f74f2a7d.png
Kilpatrick Group SA,BUSINESS SERVICES,"Kilpatrick is an international company founded in 1997 focused on People Solutions. The company is unique for its efficient and agile executive search methodology at a global level.Today, more than 80 consultants are working from 6 hubs and 18 different locations in Europe, Asia and the Americas with its HQ in Lugano, Switzerland.Kilpatrick is a leading expert in delivering the best experience to clients when there is a need to recruit abroad or when your candidate pool is outside your own country. Our client managers and consultants work cross-border as one team to ensure that the quality of work is consistent regardless of where the assignment takes place: one point of contact, one agreement and the same quality of service!To address specialized and demanding industries such as manufacturing, logistics, aerospace & defense and digital technologies, Kilpatrick operates through 3 divisions, namely Kilpatrick Executive, Sky Hunters and Taskforce.",https://italchamber.org.sg/membership-directory/corporate/2008363#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/a252e58e-24f8-4f2e-b80b-8cc41de5a892.png
Kst Maritime Pte.ltd - Med Tug S.p.A,SHIPPING / FREIGHT FORWARDING,"MedTug is a leading global harbour towage operator. With over 100 years of towage operations, MedTug employs more than 1,100 people and operates a specialized fleet of over 170 vessels.MedTug has grown to become Italy’s largest towage operator, and over the past decade, it has expanded globally, operating from European ports to Southeast Asia. KST Maritime is a company fully owned by MedTug.In 2023, MedTug joined the MSC Group.As part of MSC, MedTug continues to pursue its goal of becoming the world’s leading harbour towage operator, offering a range of services including harbour towage, offshore services, salvage and special operations.",https://italchamber.org.sg/membership-directory/corporate/1432757#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/df264b39-8eaa-41eb-bc6e-33b42a8b2ca0.png
KT Tech - NEXTCHEM SPA,CHEMICALS,"NEXTCHEM is the MAIRE’s company dedicated to Sustainable Technology Solutions. We enable energy transition through innovative technologies within our three business lines: Sustainable Fertilizers & Nitrogen-Based Fuels, Low-Carbon Energy Vectors, and Sustainable Materials & Circular Solutions. At the forefront of innovation, our company is dedicated to shaping a low-carbon future.",https://italchamber.org.sg/membership-directory/corporate/2469964#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/296b2e9e-d932-4081-8663-b0f4f490b631.png
La Bottega Far East Pte Ltd,HOSPITALITY AND TOURISM,"La Bottega designs and manufactures luxury hotel toiletries and amenities for the hospitality market. With over 40 years of experience, La Bottega has grown into one ofthe most respected industry players, operating globally through their 10 regional head offices and servicing roughly 10,000 hotels worldwide.The company focuses on Italian philosophy and boasts important partnerships with international perfumery, fashion, skin & haircare brands giving each property a “total bespoke look” when choosing their hotel amenities.",https://italchamber.org.sg/membership-directory/corporate/2033571#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/623d9c2b-97de-490a-88f7-e52244b5a8e3.png
Leonardo Singapore Pte Ltd,MECHANICAL AND INDUSTRIAL/ENGINEERING,"Leonardo develops multi-domain capabilities in the Aerospace, Defence and Security sector.The company plays a prominent role in major international strategic programmes and is a trusted technological partner of governments, defence agencies, institutions and enterprises. Innovation, continuous research, digital manufacturing and sustainability are the cornerstones of Leonardo’s business worldwide.",https://italchamber.org.sg/membership-directory/corporate/330942#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/2f2abc4b-0adf-4cce-a187-e4343390c038.png
Limoncello Pte Ltd,RESTAURANTS,"Limoncello is the brainchild of Chef and Owner Fabio Iannone. Bringing together a team of talented individuals, Limoncello strives to exceed the expectations of guests at their two locations in Singapore.Situated in the heart of Singapore, Limoncello Pizza & Grill provides finely crafted Italian cuisine, inspired by the amazing flavours of the Amalfi Coast. Genuine service and traditional fare with focus on authenticity. Limoncello specializes in home-made pasta, Neapolitan wood fired pizza and charcoal grilled meat and seafood.Tucked behind the Greenwood enclave in Bukit Timah, La Braceria Pizza & Grill is renowned for its authentic southern Italian cuisine, and cosy ambience. The perfect destination for families and friends to enjoy hearty food and Italian wines.",https://italchamber.org.sg/membership-directory/corporate/232434#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/e0a69df1-9cc4-43fc-b26c-ccf7cce75c81.png
Linea Light Singapore Pte Ltd,FURNITURE AND HOME APPLIANCES,"We are the branch office of Linea Light Italy, serving the ASEAN market, including Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, Thailand, and Vietnam.We provide lighting solutions that integrate design, technology, and service, supporting professionals at every stage of their projects.",https://italchamber.org.sg/membership-directory/corporate/247563#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/2ac73362-457f-4f66-9d0e-ead2ce765d5f.png
M LUXURY Asia Pte Ltd,FURNITURE AND HOME APPLIANCES,"M LUXURY ASIA (MLA) is the operator of the first Barovier&Toso monobrand showroom outside of Italy.Founded in 1295, Barovier&Toso is the world’s oldest maker of high-artisanal chandeliers and lights.The monobrand showroom in Singapore was officially opened in 2022.",https://italchamber.org.sg/membership-directory/corporate/1432775#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/0b82eaec-c8bb-44fd-ab19-b522c1ca6edf.png
MAIOLIKA SG Pte.Ltd.,FOOD AND BEVERAGE,"Maiolika SG brings the soul of Italy to Singapore through a curated selection of artisanal, niche food products that embody tradition, quality, and sustainability. We work closely with small, passionate producers across Italy, building direct relationships that allow us to source IGP and DOP- certified specialities. Our close ties with these artisans give us the unique opportunity to visit their farms, understand their craftmanship, and share their stories with our customers.Beyond imports, we specialise in premium corporate hampers, thoughtfully curated with authentic Italian delicacies, and we host bespoke events that celebrate Italy’s rich culinary heritage. We cater to discerning chefs, gourmet retailers, and food lovers who seek the finest Italian flavours. Through our dedication to quality, tradition and sustainability, we bring the best of Italy to Singapore, creating a bridge between two cultures through food and craftmanship.",https://italchamber.org.sg/membership-directory/corporate/2489687#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/238b6f28-5842-4e13-a1f5-61bcc7dc5bb8.png
Marcolin Singapore Pte Ltd,LUXURY RETAIL,"Marcolin is among the global leading groups in eyewear founded in 1961 in the heart of the Veneto district, Italy. For more than 60 years, Marcolin has been designing, producing and distributing eyewear products for some of the most important and leading brands in their sectors. The company stands out for its unique ability to combine artisan production skills with cutting-edge technologies in the constant pursuit of excellence and continuous innovation. The portfolio includes house brands (WEB EYEWEAR, ic! berlin), as well as licensed brands: TOM FORD, Guess, Guess Jeans, Adidas Sport, Adidas Originals, Christian Louboutin, Max Mara, Zegna, GCDS, MAX&Co., MCM, Pucci, BMW, K-Way®, Abercrombie & Fitch, Hollister, Timberland, GANT, Harley-Davidson, Marciano by Guess, and Skechers. Through its own direct network and global partners, Marcolin distributes its products in more than 125 countries.",https://italchamber.org.sg/membership-directory/corporate/1697590#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/dcb0138e-dad5-4460-bb57-e864fbc91e9c.png
Medov Logistics Pte Ltd,SHIPPING / FREIGHT FORWARDING,"Medov Logistics is an international freight forwarding logistics chain expert operating with passion, efficiency and cost effective precision globally.Our customer centric focus fits, adapts and develops with our customers’ needs and plans and allows us to deliver innovative, competitive and sustainable solutions creating long lasting partnership with all our customers.Medov Logistics activities are rooted into Medov Shipping Agency 70 years old history, expanding and widening its range of services in all different fields of the shipping world.With its own offices in Miami, Singapore, Barcelona, Marseille and Hamburg and partner’s office in Rotterdam, Los Angeles, New York and Seattle, we serve all the business areas of the shipping sector: Cruise, Marine Solutions, Automotive, Food & Beverage, Perishable, Hi-Tech, Chemical and Project Cargo in Industrial/Civil and Oil & Gas.In all these sectors we provide specific custom made solutions to serve all areas of supply chain: transport (road, rail, air and sea), storage and temperature controlled storage, load management, customs and formalities.Cruise sector logistics is among our flagship pride; our consolidated experience and expertise in serving this industry makes us truly logistics specialist with a multi regional footprint and allows us to provide our customers in this competitive and fast environment, all those specialised services required by the industry including, but not limited to, freight forwarding, logistics and reverse logistics, alongside ship assistance, marine brokerage, dry dock management, new builds and special project support.In the specific the Singapore branch covers and satisfies our customers’ interests and needs in the Far East and the Pacific region providing localised prompt support and swift assistance to their business needs.",https://italchamber.org.sg/membership-directory/corporate/1958058#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/a5a8924f-cd90-4dca-8689-2713ae605e22.png
Meridionale Impianti Singapore Pte Ltd,INFORMATION TECHNOLOGY,"Meridionale Impianti is a global engineering partner delivering mission-critical process infrastructure and advanced automation solutions to industries such as Semiconductor, Pharmaceutical, and Energy.With over 40 years of experience, we design, build, and commission ultra-high purity (UHP) systems and complex industrial facilities, ensuring the highest standards of performance, reliability, and compliance.Our capabilities include gas and chemical distribution systems, water treatment and reclaim solutions, high and medium voltage power infrastructure, advanced process automation, as well as burn-in and test systems for the semiconductor industry.Automation is a core pillar of our approach. Through robotics, autonomous systems, and smart process control, we enhance productivity, precision, and operational safety in critical environments.Our integrated model—covering engineering, manufacturing, and execution—combined with Industry 4.0 technologies, enables real-time monitoring, predictive maintenance, and continuous optimization for efficient, scalable, and future-ready operations.",https://italchamber.org.sg/membership-directory/corporate/247567#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/26d952b3-fa72-4064-a7c3-10ab8f607c27.png
MetaSensing AP Pte Ltd,DEFENCE AND AEROSPACE,"MetaSensing is the leading provider of cutting-edge Synthetic Aperture Radar (SAR) technology solutions, catering to the Geospatial and Defence sectors. Our solutions are specifically crafted to meet the demands of mapping, intelligence, surveillance, and reconnaissance (ISR) applications from airborne and spaceborne platforms.At MetaSensing, we take pride in our comprehensive, in-house development approach encompassing proprietary technology, hardware, and software. This ensures that our company remains a well-established technological powerhouse with a diverse portfolio of SAR solutions, serving clients across the globe.Our proficiency extends throughout the entire SAR mission lifecycle, from consolidating requirements to system design and performance analysis, manufacturing, assembly, integration, testing (including firmware and control software), and culminating in the development of processing and visualization software. MetaSensing's commitment to innovation is reflected in the incorporation of state-of-the-art technologies, including solid-state technology, heterogeneous computing utilizing FPGA, CPU, GPU, and advanced simulations and processing algorithms.What sets MetaSensing apart is our dedication to empowering users with their own advanced SAR technology. Our solutions are designed and optimized to meet the unique needs and requirements of our clients, enabling them to acquire valuable information and insights 24/7. Our HQ is in Milan, Italy with offices in Singapore and in The Netherlands.",https://italchamber.org.sg/membership-directory/corporate/232435#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/70e4fa2e-6afb-4688-8c50-9709a61deb1c.png
MIPRONS srl,MECHANICAL AND INDUSTRIAL/ENGINEERING,"Miprons and Mieeg, two Italian companies excelling in the field of future technology for space, hydrogen-oxygen generation, energy, and precision machining, will merge their activities by Q2-2026 to create one of the most important international operators in the Deep Tech economy, MIPRONS Srl, with the ambition of becoming a world leader in innovative space propulsion, hydrogen generation, combustion chambers, energy generation, and precision machining, both for terrestrial and space applications.1.	MIPRONS is based in Colleferro, near Rome, and thanks to its in-house moulding and precision machining capabilities and infrastructure for superalloys and carbon fibre, it is developing two propulsion systems that use water as the sole propellant — a technology that combines safety, sustainability, and high performance in a compact architecture. These systems, which are ideal for satellites of any size and protected by 5 internationally granted patents, can deliver both high and low thrust in a lightweight, compact solution. High thrust is achieved by splitting water into hydrogen and oxygen (electrolysis) and subsequently combusting the gases, while low thrust is generated by heating water in a miniaturized resistojet. This solution is ideal for satellites of all sizes (from nano to large), to simplify the overall system architecture and internal procedures, as well as to increase their revenues and security.2.	Innovative H2-O2 generators by means of miniaturized, lightweight ,high efficiency, stackable and patented electrolysers.3.	A next-generation micro-energy generator that overcomes the limitations of batteries, fuel cells and conventional mechanical systems. The generator, globally patented, is powered by hydrogen and/or hydrocarbons to deliver high electrical power from a fully miniaturized system making it ideal not only for aerospace applications, but also for robotics, portable power, mobility, maritime systems, and lunar surface operations. It can be used both as a range extender (for underwater, land-based, and airborne platforms) and as an energy supplier for stationary applications on Earth and on the Moon (e.g., buildings, hospitals, off-grid 5G towers, military camps, and human lunar habitats). The system can also be integrated with renewable energy systems (solar and/or wind) to enable on-site hydrogen production, including from wastewater.4.	Innovative patented combustion chambers to ensure complete combustion in miniaturized dimensions (up to few millimetres) with several fuels (H2 as well as hydrocarbons), demonstrating high versatility.The company is already collaborating with prominent public and private entities in the EU, Singapore and the United States, confirming strong interest from advanced markets in its technology, design & machining capabilities. Through these achievements, MIPRONS positions itself not only as a developer of cutting-edge propulsion, hydrogen and energy systems, but also as a strategic gateway for countries seeking rapid access to advanced know-how in aerospace technologies.",https://italchamber.org.sg/membership-directory/corporate/2486419#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/4e64109f-0112-4112-b0c8-b307f499ac2c.png
Modula South East Pte Ltd,MANUFACTURING,"Founded in 1987, Modula is an Italian MNC, market leader worldwide in manufacturing Vertical Automated Warehouse, to optimize the performance of many companies in any industrial sectors, being a specialist in design and construction of automated solutions for intralogistics, to guarantee better quality storage and efficient, economical picking.Constantly investing in R&D, Modula has recently launched new Vertical Lift Machine for Clean room, Climate Control Environment, Modula Pallet and many integrations with Advanced Picking Solutions. That is why Modula is the ideal for storage any items, from small electronic components to pharmaceutical products, heavy and bulky objects such as molds to aircraft engines, spare parts, food and beverage, apparel, etc.Currently Modula has more than 1200 employees spread between its production plants in Italy (in Reggio Emilia), in China (Suzhou) and in the United States (Ohio, Franklin and Maine, Lewiston) and in addition to these production sites, Modula has 10 branches strategically located across the globe with a network of more than 100 dealers worldwide.Modula South East is based in Singapore since January 2020 and is the branch dedicated to supply and provide customer service, maintenance and support across the Asia Pacific Region.",https://italchamber.org.sg/membership-directory/corporate/359957#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/df06bef3-2d72-469f-8c03-0aeb1d6553d4.png
Mondiale VGL Singapore Pte Ltd,SHIPPING / FREIGHT FORWARDING,"Mondiale VGL is an international freight forwarding and logistics company providing end-to-end solutions across sea, air, and road freight, as well as customs clearance, warehousing, and distribution. With a strong global network and local expertise, customers across diverse industries by delivering reliable, efficient, and tailored supply chain solutions. We are committed to service excellence, transparency, and long-term partnerships.",https://italchamber.org.sg/membership-directory/corporate/232429#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/4d7e23ce-9f6b-40cd-9047-e3420ac84113.png
Monx Team Pte Ltd,LEGAL AND ACCOUNTING FIRMS,"Monx Team supports international clients in the areas of company incorporation, accounting, taxation, M&A advisory, payroll, immigration and corporate structuring.With a tech-driven approach, we provide seamless corporate services tailored to businesses of all sizes. Our expertise extends across multiple industries, including Tech Startups, SaaS, F&B, Retail & Fashion, Shipping, Real Estate and Digital Assets. We support clients on cross-border M&A transactions, providing pre-acquisition due diligence, post-acquisition integration support, and deal origination, leveraging Monx group’s multi-jurisdictional capabilities.Our dedicated account managers, backed by our leadership team, are committed to helping businesses streamline operations, execute strategic transactions, and ensure full compliance with Singapore’s business regulations.Our services include:•	Company Setup•	Accounting & Tax•	Company Secretary•	M&A Advisory•	Outsourced Payroll Services•	Crypto Services•	Directorship•	Automation & AI•	CybersecurityMonx operates in 10+ locations globally, including Hong Kong, Singapore, Thailand, UAE, UK, China, Italy, Spain and Malta",https://italchamber.org.sg/membership-directory/corporate/1833974#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/75d82195-75d1-4c1a-814b-75272ea1317e.png
New Value Gate Pte Ltd,BUSINESS SERVICES,"New Value Gate’s is a Global Partner for Excellence Achievement.NV Gate mission is to provide 360° Turn-Key Solutions for Corporate Performances Enhancement.NV Gate has developed “taylor-made” WCM / Lean Programmes targeted to be as much effective as possible in different types of Industries, such as Appliances, Medical Devices, Car Components, Chemical, Food & Beverage, Fashion, Machinery Makers, Pharma.NV Gate is a Smart-Lean Partner for some important Multinational Companies supporting team at a global level on the application of their systematic Lean Programme (or Corporate Manufacturing System).NV Gate provides integrated solutions to combine Lean and Industry 4.0 transformations and develops Innovative Concept for Automation and Digital Transformation.NV Gate established the Smart-Lean Academy in Singapore in the ITE Labs partnership with ITE College Central. In 2022 the company was awarded by ICCS as the Best Italian SME in Singapore for the credit received by the SG institutions for its Academy project.In 2023 NV Group, that controls NV Gate, was awarded in the “100 Eccellence Italiane” at Montecitorio Palace in Rome for the category of “management and industrial consulting”.",https://italchamber.org.sg/membership-directory/corporate/232566#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/65dd69d0-8c8a-4e03-a0c2-a54133d879c4.png
